repository,file,ncloc,lines,functions,classes,statements,complexity,cognitive_complexity,duplicated_lines,duplicated_lines_density,duplicated_blocks,comment_lines,comment_lines_density,code_smells,sqale_index,sqale_debt_ratio,violations,blocker_violations,critical_violations,major_violations,minor_violations
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/cmd/disassemble/PowerPCDisassembleCommand.java,84,144,6,1,43,19,24,53,36.8,3,21,20.0,2,15,0.6,2,,1,,1
NationalSecurityAgency/ghidra,Ghidra/Test/IntegrationTest/src/test.slow/java/ghidra/program/model/lang/PowerPCPrototypeModelTest.java,20,43,2,1,8,2,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/app/plugin/assembler/sleigh/PowerPCVLEAssemblyTest.java,18,40,3,1,3,3,,,,,0,0.0,1,30,5.6,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger-rmi-trace/src/main/java/ghidra/app/plugin/core/debug/gui/tracermi/launcher/PowerShellScriptTraceRmiLaunchOffer.java,43,84,3,1,11,6,2,16,19.0,1,12,21.8,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger-rmi-trace/src/main/java/ghidra/app/plugin/core/debug/gui/tracermi/launcher/PowerShellScriptTraceRmiLaunchOpinion.java,34,55,2,1,10,6,2,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/test.processors/java/ghidra/test/processors/PPC64_O0_EmulatorTest.java,18,41,3,1,3,3,,,,,0,0.0,1,5,0.9,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/test.processors/java/ghidra/test/processors/PPC64_O3_EmulatorTest.java,18,41,3,1,3,3,,,,,0,0.0,1,5,0.9,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/data/patterns/PPC_BE_patterns.xml,83,91,,,,,,,,,49,37.1,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/data/patterns/PPC_BE_prepatterns.xml,191,209,,,,,,,,,35,15.5,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/data/patterns/PPC_LE_patterns.xml,83,91,,,,,,,,,49,37.1,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/data/patterns/PPC_LE_prepatterns.xml,191,209,,,,,,,,,36,15.9,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/test.processors/java/ghidra/test/processors/PPC_O0_EmulatorTest.java,18,41,3,1,3,3,,,,,0,0.0,1,5,0.9,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/test.processors/java/ghidra/test/processors/PPC_O3_EmulatorTest.java,18,41,3,1,3,3,,,,,0,0.0,1,5,0.9,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/test.processors/java/ghidra/test/processors/PPCA2_O0_EmulatorTest.java,18,41,3,1,3,3,,,,,0,0.0,1,5,0.9,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/test.processors/java/ghidra/test/processors/PPCA2_O3_EmulatorTest.java,18,41,3,1,3,3,,,,,0,0.0,1,5,0.9,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/test.processors/java/ghidra/test/processors/PPCA2Alt_O0_EmulatorTest.java,18,41,3,1,3,3,,,,,0,0.0,1,5,0.9,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/test.processors/java/ghidra/test/processors/PPCA2Alt_O3_EmulatorTest.java,18,41,3,1,3,3,,,,,0,0.0,1,5,0.9,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/main/java/ghidra/program/emulation/PPCEmulateInstructionStateModifier.java,64,111,3,2,33,14,10,,,,14,17.9,3,20,1.0,3,,,1,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/test.processors/java/ghidra/test/processors/PPCP8Alt_O0_EmulatorTest.java,18,41,3,1,3,3,,,,,0,0.0,1,5,0.9,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/test.processors/java/ghidra/test/processors/PPCP8Alt_O3_EmulatorTest.java,18,41,3,1,3,3,,,,,0,0.0,1,5,0.9,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/test.processors/java/ghidra/test/processors/PPCP9Alt_O0_EmulatorTest.java,18,41,3,1,3,3,,,,,0,0.0,1,5,0.9,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/test.processors/java/ghidra/test/processors/PPCP9Alt_O3_EmulatorTest.java,18,41,3,1,3,3,,,,,0,0.0,1,5,0.9,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/main/java/ghidra/program/emulation/PpcPcodeUseropLibraryFactory.java,30,56,3,2,10,5,1,,,,0,0.0,4,8,0.9,4,,,3,1
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/src/test/java/ghidra/program/emulation/PpcPcodeUseropLibraryTest.java,80,108,6,1,12,10,1,,,,0,0.0,4,40,1.7,4,,3,,1
NationalSecurityAgency/ghidra,Ghidra/Features/Recognizers/src/main/java/ghidra/app/util/recognizer/PpmdRecognizer.java,23,42,3,1,6,8,4,21,50.0,1,0,0.0,1,5,0.7,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/macho/commands/PrebindChecksumCommand.java,29,59,4,1,10,4,,13,22.0,1,3,9.4,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/macho/commands/PreboundDynamicLibraryCommand.java,61,103,7,1,23,7,1,,,,7,10.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/PreCommentFieldFactory.java,336,447,16,1,182,81,88,18,4.0,1,25,6.9,24,353,3.5,24,,4,11,9
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/util/viewer/field/PreCommentFieldFactoryTest.java,134,189,15,1,70,18,1,62,32.8,4,0,0.0,3,17,0.4,3,,1,,2
NationalSecurityAgency/ghidra,Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/markuptype/PreCommentMarkupType.java,73,107,6,1,22,16,5,,,,6,7.6,1,2,0.1,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/type/PrecompiledType16MsType.java,12,46,2,1,2,2,,,,,8,40.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/type/PrecompiledTypeMsType.java,12,46,2,1,2,2,,,,,8,40.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/type/PrecompiledTypeStMsType.java,12,46,2,1,2,2,,,,,8,40.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/wizard/session/PreconditionsPanel.java,118,153,9,1,51,19,8,,,,2,1.7,4,16,0.5,4,,,2,2
NationalSecurityAgency/ghidra,Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/wizard/session/PreconditionsStep.java,50,83,8,1,15,10,2,,,,2,3.8,1,2,0.1,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/ghidra/framework/preferences/Preferences.java,189,407,17,1,92,37,26,,,,93,33.0,12,101,1.8,12,,1,3,8
NationalSecurityAgency/ghidra,Ghidra/Framework/Gui/src/main/java/ghidra/framework/options/PreferenceState.java,11,40,2,1,2,2,,,,,5,31.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/PreFilter.java,24,49,5,1,9,7,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/widgets/indexedscrollpane/PreMappedViewToIndexMapper.java,78,110,8,1,38,16,10,,,,1,1.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Processors/ARM/data/patterns/prepatternconstraints.xml,5,5,,,,,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Processors/PowerPC/data/patterns/prepatternconstraints.xml,8,8,,,,,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Processors/x86/data/patterns/prepatternconstraints.xml,18,22,,,,,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Processors/AARCH64/data/patterns/prepatternconstraints.xml,7,7,,,,,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/pcodeCPort/slgh_compile/PreprocessorDefinitions.java,7,29,3,1,0,0,,,,,1,12.5,1,10,4.8,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/sleigh/grammar/PreprocessorException.java,8,27,1,1,1,1,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test/java/ghidra/app/util/cparser/PreProcessorTest.java,410,556,26,1,289,27,3,148,26.6,4,19,4.4,12,100,0.8,14,,4,7,2
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/ghidra/util/task/PreserveStateWrappingTaskMonitor.java,83,115,9,1,34,22,13,,,,3,3.5,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Gui/src/main/java/ghidra/util/html/PreservingWhitespaceHandler.java,11,29,2,1,2,2,,,,,2,15.4,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/PrettyPrinter.java,82,141,9,1,41,23,15,,,,15,15.5,2,4,0.2,2,,,,2
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datapreview/Preview.java,9,31,3,1,0,0,,,,,1,10.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/util/table/PreviewDataTableCellRenderer.java,57,102,3,1,26,8,5,,,,8,12.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/instructionsearch/ui/PreviewTable.java,367,603,27,5,188,61,54,,,,87,19.2,4,35,0.3,4,,2,1,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/util/table/PreviewTableCellData.java,242,339,19,1,141,63,54,16,4.7,1,20,7.6,6,31,0.4,6,,,2,4
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/util/table/PreviewTableCellDataTest.java,194,276,15,1,117,15,,92,33.3,5,11,5.4,1,8,0.1,1,,1,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/util/table/field/PreviewTableColumn.java,40,69,5,1,8,6,1,,,,3,7.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/instructionsearch/ui/PreviewTablePanel.java,35,74,5,1,13,5,,,,,2,5.4,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/widgets/textfield/PreviewTextField.java,83,141,9,1,39,19,10,,,,18,17.8,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/PreviewWindowAction.java,22,47,2,1,8,2,,,,,1,4.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/colorizer/PreviousColorRangeAction.java,30,54,3,1,7,3,,18,33.3,1,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/navigation/PreviousHighlightedRangeAction.java,37,64,2,1,7,2,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Decompiler/src/main/java/ghidra/app/plugin/core/decompile/actions/PreviousHighlightedTokenAction.java,66,101,5,1,35,10,6,42,41.6,2,4,5.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/nav/PreviousRangeAction.java,60,94,5,1,30,13,10,,,,5,7.7,2,4,0.2,2,,,1,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/navigation/PreviousSelectedRangeAction.java,36,62,2,1,7,2,,,,,0,0.0,1,2,0.2,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/protocol/PrewarmRequest.java,51,82,4,1,27,5,1,,,,9,15.0,5,60,3.9,5,,,1,4
NationalSecurityAgency/ghidra,Ghidra/Features/Decompiler/src/main/java/ghidra/app/plugin/core/decompile/PrimaryDecompilerProvider.java,10,29,2,1,2,2,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/ghidra/util/datastruct/Prime.java,17,62,1,1,4,3,3,,,,15,46.9,2,7,1.4,2,,,1,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/protorules/PrimitiveExtractor.java,217,331,12,2,124,58,61,,,,66,23.3,5,62,1.0,5,,2,,3
NationalSecurityAgency/ghidra,Ghidra/Framework/DB/src/main/java/db/PrimitiveField.java,31,75,6,1,11,7,1,,,,11,26.2,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/type/PrimitiveMsType.java,1481,2076,10,1,1089,368,2,1953,94.1,2,508,25.5,4,60,0.1,4,,,4,
NationalSecurityAgency/ghidra,Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/target/schema/PrimitiveTraceObjectSchema.java,137,220,17,2,29,26,4,,,,24,14.9,1,,,1,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/pdb/pdbapplicator/PrimitiveTypeApplier.java,1503,2120,4,1,778,386,2,,,,539,26.4,6,51,0.1,6,,1,2,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/debug/PrimitiveTypeListing.java,301,519,1,1,29,103,1,,,,177,37.0,162,325,3.6,162,,,1,160
NationalSecurityAgency/ghidra,Ghidra/Features/Base/ghidra_scripts/PrintFunctionCallTreesScript.java,37,72,4,1,25,9,3,,,,4,9.8,1,10,0.9,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/help/help/topics/PrintingPlugin/Printing.htm,71,98,,,,1,,,,,0,0.0,7,35,1.6,13,,,8,5
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/printing/PrintingPlugin.java,357,481,14,3,176,65,122,,,,38,9.6,12,223,2.1,13,,3,4,5
NationalSecurityAgency/ghidra,Ghidra/Test/IntegrationTest/src/screen/java/help/screenshot/PrintingPluginScreenShots.java,13,36,2,1,4,2,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Extensions/Jython/ghidra_scripts/PrintNonZeroPurge.py,3,22,0,0,3,2,3,,,,12,80.0,1,5,5.6,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/printing/PrintOptionsDialog.java,166,220,19,1,95,24,6,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/ghidra_scripts/PrintStructureScript.java,71,105,5,1,44,12,10,,,,3,4.1,1,10,0.5,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/ghidra/util/worker/PriorityJob.java,17,41,4,1,4,4,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/ghidra/util/datastruct/PriorityQueue.java,81,165,10,1,45,19,9,,,,33,28.9,5,16,0.7,5,,,1,4
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/ghidra/util/worker/PriorityWorker.java,33,82,4,2,10,6,2,,,,18,35.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/FileSystem/src/main/java/ghidra/framework/store/db/PrivateDatabase.java,200,339,14,1,108,38,30,,,,73,26.7,15,135,2.3,28,,1,13,13
NationalSecurityAgency/ghidra,Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/datastruct/PrivatelyQueuedListener.java,60,120,6,2,18,8,6,,,,19,24.1,1,20,1.1,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/ghidra/util/PrivateSaveable.java,7,29,1,1,1,1,,,,,1,12.5,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Rust/data/extensions/unix32/probe_fixup.xml,8,9,,,,,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Rust/data/extensions/unix64/probe_fixup.xml,8,9,,,,,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Rust/data/extensions/windows32/probe_fixup.xml,8,9,,,,,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Rust/data/extensions/windows64/probe_fixup.xml,8,9,,,,,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/type/Procedure16MsType.java,12,46,2,1,2,2,,,,,8,40.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/ProcedureFlags.java,61,144,11,1,20,11,,,,,29,32.2,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/ProcedureIdEndMsSymbol.java,21,56,4,1,4,4,,16,28.6,1,7,25.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/pdb/pdbapplicator/ProcedureIdEndSymbolApplier.java,32,63,3,1,11,6,3,,,,4,11.1,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/type/ProcedureMsType.java,12,46,2,1,2,2,,,,,8,40.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/ProcedureReferenceMsSymbol.java,22,62,4,1,4,4,,20,32.3,1,10,31.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/ProcedureReferenceStMsSymbol.java,16,51,3,1,3,3,,,,,8,33.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/ProcedureStartMipsSymbolInternals.java,136,266,19,1,61,19,,64,24.1,2,51,27.3,4,8,0.2,4,,,4,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/ProcedureStartSymbolInternals.java,135,257,17,1,77,17,,86,33.5,4,48,26.2,2,2,,2,,,2,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/pdb/pdbapplicator/ProcedureTypeApplier.java,41,78,8,1,8,8,,,,,7,14.6,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/generic/concurrent/io/ProcessConsumer.java,36,99,3,1,15,5,1,,,,23,39.0,2,7,0.6,2,,,1,1
NationalSecurityAgency/ghidra,Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/ios/png/ProcessedPNG.java,75,120,7,1,35,14,12,,,,6,7.4,3,26,1.2,3,,,1,2
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/Processor.java,80,137,10,2,41,21,13,21,15.3,3,15,15.8,1,1,,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/Processor.java,90,138,4,1,8,5,1,,,,2,2.2,1,,,1,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/ProcessorContext.java,8,52,3,1,0,0,,,,,12,60.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/ProcessorContextImpl.java,75,131,11,1,30,17,8,,,,20,21.1,2,6,0.3,2,,,1,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/ProcessorContextView.java,39,101,8,1,19,7,10,,,,20,33.9,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/test/processors/support/ProcessorEmulatorTestAdapter.java,1606,2248,95,8,887,323,389,20,0.9,1,279,14.8,57,614,1.3,61,,9,26,15
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/ProcessorInfo.java,13,66,0,1,0,0,,,,,12,48.0,1,10,2.6,1,,1,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/ProcessorNotFoundException.java,7,25,1,1,1,1,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/util/table/projectdata/column/ProcessorProjectDataColumn.java,29,54,5,1,5,5,,25,46.3,2,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/disassembler/ProcessorStateDialog.java,90,124,4,1,55,13,10,,,,1,1.1,1,2,0.1,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/util/ProcessorSymbolType.java,17,36,1,1,8,4,3,,,,1,5.6,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/dump/mdmp/ProcessVmCountersStream.java,228,305,45,1,98,51,6,,,,11,4.6,1,2,,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/ios/img3/tag/ProductionModeTag.java,14,36,2,1,3,2,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/prof/ProfileConstants.java,31,77,2,1,8,4,4,,,,9,22.5,18,117,12.6,18,,2,1,15
NationalSecurityAgency/ghidra,Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/prof/ProfileFileSystem.java,67,95,7,1,21,11,4,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/ProfileGuidedOptimizationDataMsSymbol.java,34,73,4,1,12,4,,,,,10,22.7,5,5,0.5,5,,,5,
NationalSecurityAgency/ghidra,Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/prof/ProfileHeader.java,43,82,8,1,13,8,,,,,9,17.3,4,8,0.6,4,,,,4
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/program/program.html,98,110,,,,1,,,,,0,0.0,3,15,0.5,4,,,4,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/Program.java,117,593,60,1,3,3,,,,,252,68.3,7,48,1.4,7,,,,5
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/help/help/topics/ProgramManagerPlugin/Program_Annotation.htm,36,51,,,,1,,,,,0,0.0,,,,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/help/help/topics/ProgramManagerPlugin/Program_Options_Dialog.htm,189,266,,,,1,,,,,0,0.0,71,355,6.3,73,,,66,7
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/help/help/topics/ProgramTreePlugin/Program_Organizations.htm,88,121,,,,1,,,,,0,0.0,9,45,1.7,18,,,12,6
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/help/help/topics/ProgramTreePlugin/program_tree.htm,462,620,,,,1,,,,,0,0.0,73,365,2.6,102,,,57,45
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/context/ProgramActionContext.java,32,66,5,1,10,6,1,,,,7,17.9,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/events/ProgramActivatedPluginEvent.java,15,55,2,1,3,2,,,,,9,37.5,1,1,0.2,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/ProgramAddressFactory.java,197,298,21,1,89,45,39,,,,42,17.6,2,10,0.2,2,,,2,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test/java/ghidra/program/database/ProgramAddressFactoryOverlayTest.java,75,118,5,1,50,7,,,,,1,1.3,1,5,0.2,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/codebrowser/hover/ProgramAddressRelationshipListingHover.java,138,197,12,1,65,25,13,24,12.2,4,8,5.5,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/codebrowser/hover/ProgramAddressRelationshipListingHoverPlugin.java,25,55,2,1,4,2,,,,,3,10.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/ProgramAnnotatedStringHandler.java,191,273,14,1,95,37,26,,,,24,11.2,2,4,0.1,2,,,,2
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/ProgramArchitecture.java,13,58,4,1,1,1,,,,,12,48.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/ProgramArchitectureTranslator.java,45,70,5,1,13,8,3,,,,0,0.0,,,,,,,,
